screen_id,sentence,label,basis,url,retrieved,price_status,gate_visible,gate_unmeasured,review_by
43-4051 / route-3 / summary,free study listed,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / ai-use,People use AI for some of this work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-3 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-3 / gate,Nothing here names a licence or a degree — this map compares skill ratings only and cannot see them.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
43-4051 / route-3 / gate,Ask the employer what they require.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
43-4051 / route-3 / training,Nothing local that we could find.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training,No school or programme in Greater Richmond sells a course in managing people.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training,It is built by supervising people and by being given the responsibility.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training,"These are the nearest things the region sells, and none of them teaches the same skill.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training-option,"Leadership and supervision modules — Community College Workforce Alliance · $145–$295 each, one month, online · Greater Richmond",REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — leadership and supervision modules",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / training-option,Making the Move to Supervisor — Community College Workforce Alliance · Price not published · Greater Richmond,REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — Making the Move to Supervisor; listed without a price",,2026-08-17,not published,none seen,,2027-02-17
43-4051 / route-3 / training-option,"Project management (CAPM, then PMP) — Community College Workforce Alliance · $700 and $1,200 · Greater Richmond",REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — CAPM and PMP preparation",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Universal Class — Richmond Public Library.,REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Over 500 courses with an instructor, most ending in a certificate of completion.",REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,EBSCOlearning ACCEL — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Videos, book summaries and articles for building personal and professional skills.",REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / training,"Nothing local that we could find, and this is the largest single training gap on the map.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training,"The nearest local courses — data analysis, Six Sigma, Power BI — are neighbouring skills, not this one.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training,This is on our list of what the region is missing.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
43-4051 / route-3 / training-option,Entry Certificate in Business Analysis (ECBA) — International Institute of Business Analysis · Price not published · National,REPORTED,International Institute of Business Analysis — Entry Certificate in Business Analysis; no price published to non-members,,2026-08-17,not published,none seen,,2027-02-17
43-4051 / route-3 / training,"These are built by doing the work, by being coached, and in short workshops.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / training,"No certificate covers them, so nobody should be sold one for this.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / training,"What is free is practice and coaching, which is worth more here than any course.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / free-study,EBSCOlearning ACCEL — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Videos, book summaries and articles for building personal and professional skills.",REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,EBSCO Learning Express — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Maths, reading and writing tutorials, plus practice tests and skill-building exercises.",REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Brainfuse E-Learning — Richmond Public Library.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Live tutoring and written feedback on your writing.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,Computer classes — Henrico County Public Library.,REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Free, in person.",REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study,"Basic computer skills, Microsoft Word, Excel and other Office apps.",REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-3 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-3 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / pay,"Average pay $56,040 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / pay,"That is $11,520 a year more than this job.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — difference between two occupational annual means",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / pay,How long: no set course length.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / pay,This job is rated one to two years further in preparation than the one you are in.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / different,"What's different: reading closely, writing clearly, reading people well and explaining things out loud.",MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / summary,4 skills to build,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / summary,no course in this data names it,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / summary,free study listed,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / ai-use,People rarely use AI for this kind of work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-4 / gate,Nothing here names a licence or a degree — this map compares skill ratings only and cannot see them.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
43-4051 / route-4 / gate,Ask the employer what they require.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
43-4051 / route-4 / training,"These are built by doing the work, by being coached, and in short workshops.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / training,"No certificate covers them, so nobody should be sold one for this.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / training,"What is free is practice and coaching, which is worth more here than any course.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / free-study,EBSCOlearning ACCEL — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,"Videos, book summaries and articles for building personal and professional skills.",REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,EBSCO Learning Express — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,"Maths, reading and writing tutorials, plus practice tests and skill-building exercises.",REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Brainfuse E-Learning — Richmond Public Library.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Live tutoring and written feedback on your writing.,REPORTED,"Richmond Public Library — Brainfuse E-Learning, library's own listing",,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,Computer classes — Henrico County Public Library.,REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,"Free, in person.",REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study,"Basic computer skills, Microsoft Word, Excel and other Office apps.",REPORTED,"Henrico County Public Library — computer classes, library's own listing",https://www.henricolibrary.org/computer-classes,2026-08-17,published,none seen,,2027-02-17
43-4051 / route-4 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-4 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-5 / pay,"Average pay $56,000 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / pay,"That is $11,480 a year more than this job.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — difference between two occupational annual means",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / pay,How long: no set course length.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / pay,This job is rated as asking for about the same preparation as the one you are in.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / different,What's different: reading closely and picking up new information quickly.,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / summary,2 skills to build,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / summary,no course in this data names it,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / summary,free study listed,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-4051 / route-5 / ai-use,People use AI for some of this work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
43-4051 / route-5 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
